2.2
0.0125
99.96
99.96
99.96
99.96
99.96
99.95
99.95
99.95
99.95
99.95
6.2
0.035
100.64
100.64
100.65
100.65
100.66
100.68
100.69
100.69
100.7
100.7
2.21
0.0225
100.54
100.52
100.53
100.52
100.56
100.57
100.59
100.6
100.58
100.55
8.21
0.015
99.72
99.7
99.68
99.7
99.72
99.75
99.76
99.79
99.76
99.73
2.22
0.015
99.7
99.67
99.67
99.68
99.71
99.76
99.76
99.78
99.74
99.69
6.22
0.0275
102.51
102.47
102.46
102.52
102.52
102.58
102.59
102.62
102.59
102.53
3.23
0.0175
100.38
100.31
100.27
100.31
100.35
100.44
100.45
100.48
100.42
100.31
6.23
0.015
99.56
99.49
99.44
99.53
99.54
99.62
99.61
99.65
99.59
99.48
3.24
0.025
102.64
102.54
102.46
102.47
102.53
102.68
102.58
102.75
102.65
102.52
9.24
0.015
99.1
98.99
99.06
99.03
98.99
99.25
99.11
99.29
98.95
98.72
